song,reentry_date,reentry_position,artist,reentry_popularity,entry_number,exit_date,last_position,days_outside,peak_rank,run_days,rank_jump_magnitude,peak_popularity,popularity_change,peak_date,days_to_peak,rank_jump_score,popularity_change_score,recovery_speed_score,momentum_spike_score,album_type,is_explicit,duration_minutes,total_tracks,first_entry_date,first_entry_position,reentry_frequency,fandom_intensity_proxy_score,post_comeback_retention_days
Interlude : Dive,2025-02-24,39.0,Jimin,76.0,16,2025-02-21,44.0,2,31.0,7,8.0,76.0,0.0,2025-02-26,2,19.51219512195122,0.0,98.1818181818182,29.39,single,False,2.18,6,2024-05-18,42.0,19,63.92,7
Closer to You (feat. Major Lazer),2025-02-25,49.0,Jung Kook,82.0,10,2025-01-16,49.0,39,41.0,4,8.0,82.0,0.0,2025-02-26,1,19.51219512195122,0.0,99.0909090909091,29.57,album,False,2.85,11,2024-11-04,10.0,13,55.38,4
Somebody,2025-02-26,45.0,Jung Kook,81.0,15,2025-02-17,45.0,8,38.0,8,7.0,81.0,0.0,2025-03-03,5,17.073170731707318,0.0,95.45454545454544,27.63,album,False,2.81,11,,,16,57.68,8
A Psalm of Life,2025-02-26,46.0,Lim Young Woong,58.0,7,2025-02-20,45.0,5,46.0,2,0.0,58.0,0.0,2025-02-26,0,0.0,0.0,100.0,20.0,album,False,3.89,12,2024-06-06,50.0,6,39.16,2
I Love You,2025-02-26,48.0,Lim Young Woong,58.0,11,2025-02-23,50.0,2,48.0,3,0.0,58.0,0.0,2025-02-26,0,0.0,0.0,100.0,20.0,album,False,3.98,12,2024-05-19,50.0,12,48.05,3
Father,2025-02-26,50.0,Lim Young Woong,58.0,6,2025-02-20,46.0,5,50.0,2,0.0,58.0,0.0,2025-02-26,0,0.0,0.0,100.0,20.0,album,False,3.97,12,2024-10-26,47.0,5,37.68,2
New Jeans,2025-02-28,48.0,NewJeans,83.0,12,2025-02-18,48.0,9,40.0,7,8.0,83.0,0.0,2025-03-01,1,19.51219512195122,0.0,99.0909090909091,29.57,single,False,1.82,2,2024-07-09,6.0,20,65.75,7
MANIAC,2025-02-28,50.0,VIVIZ,83.0,5,2025-02-17,49.0,10,50.0,1,0.0,83.0,0.0,2025-02-28,0,0.0,0.0,100.0,20.0,single,False,3.26,5,2025-01-31,50.0,4,36.2,1
Shot Glass of Tears,2025-03-01,49.0,Jung Kook,80.0,6,2024-12-29,50.0,61,49.0,1,0.0,80.0,0.0,2025-03-01,0,0.0,0.0,100.0,20.0,album,False,2.79,11,2024-11-04,13.0,5,37.68,1
Too Sad to Dance,2025-03-01,45.0,Jung Kook,80.0,7,2024-12-23,45.0,67,45.0,1,0.0,80.0,0.0,2025-03-01,0,0.0,0.0,100.0,20.0,album,False,2.93,11,2024-11-04,11.0,9,43.61,1
Rainy Days,2025-03-02,50.0,V,81.0,2,2025-02-20,33.0,9,46.0,8,4.0,81.0,0.0,2025-03-06,4,9.75609756097561,0.0,96.36363636363636,24.15,single,False,2.99,2,2024-08-13,11.0,3,36.44,8
wherever u r (ft. V of BTS),2025-03-02,45.0,UMI & V,86.0,2,2025-02-28,44.0,1,45.0,6,0.0,86.0,0.0,2025-03-02,0,0.0,0.0,100.0,20.0,single,False,2.55,1,2024-12-31,14.0,3,34.72,6
Please Don't Change (feat. DJ Snake),2025-03-02,48.0,Jung Kook,83.0,11,2025-02-28,40.0,1,35.0,9,13.0,83.0,0.0,2025-03-04,2,31.70731707317073,0.0,98.1818181818182,35.49,album,False,2.44,11,2024-11-04,9.0,10,54.46,9
Closer to You (feat. Major Lazer),2025-03-02,47.0,Jung Kook,81.0,11,2025-02-28,45.0,1,37.0,4,10.0,81.0,0.0,2025-03-04,2,24.390243902439025,0.0,98.1818181818182,31.83,album,False,2.85,11,2024-11-04,10.0,13,56.58,4
My Love Mine All Mine,2025-03-02,46.0,Mitski,98.0,6,2025-02-25,50.0,4,42.0,13,4.0,98.0,0.0,2025-03-06,4,9.75609756097561,0.0,96.36363636363636,24.15,album,False,2.3,11,2024-12-17,48.0,9,45.33,13
Standing Next to You,2025-03-03,8.0,Jung Kook,95.0,2,2025-03-01,8.0,1,5.0,266,3.0,95.0,0.0,2025-03-15,12,7.317073170731707,0.0,89.0909090909091,21.48,album,False,3.43,11,2024-11-04,5.0,1,29.97,266
I Like Me Better,2025-03-03,36.0,Lauv,84.0,2,2025-03-01,38.0,1,36.0,1,0.0,84.0,0.0,2025-03-03,0,0.0,0.0,100.0,20.0,album,False,3.29,17,2025-03-01,38.0,1,31.76,1
I Love You,2025-03-04,50.0,Lim Young Woong,57.0,12,2025-02-28,49.0,3,50.0,2,0.0,57.0,0.0,2025-03-04,0,0.0,0.0,100.0,20.0,album,False,3.98,12,2024-05-19,50.0,12,48.05,2
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),2025-03-06,49.0,MAX,72.0,2,2025-02-18,46.0,15,45.0,2,4.0,73.0,1.0,2025-03-07,1,9.75609756097561,1.1494252873563218,99.0909090909091,25.04,album,False,2.89,12,2025-02-18,46.0,2,36.21,2
CARNIVAL,2025-03-06,50.0,¥$ & Kanye West & Ty Dolla $ign,96.0,2,2025-02-21,43.0,12,50.0,1,0.0,96.0,0.0,2025-03-06,0,0.0,0.0,100.0,20.0,album,True,4.41,1,2025-02-16,33.0,2,33.24,1
Interlude : Dive,2025-03-06,43.0,Jimin,75.0,17,2025-03-02,34.0,3,15.0,83,28.0,86.0,11.0,2025-04-21,46,68.29268292682927,12.643678160919542,58.18181818181818,49.58,single,False,2.18,6,2024-05-18,42.0,19,66.73,83
Closer to You (feat. Major Lazer),2025-03-07,48.0,Jung Kook,80.0,12,2025-03-05,37.0,1,48.0,1,0.0,80.0,0.0,2025-03-07,0,0.0,0.0,100.0,20.0,album,False,2.85,11,2024-11-04,10.0,13,49.53,1
Somebody,2025-03-07,41.0,Jung Kook,80.0,16,2025-03-05,42.0,1,41.0,2,0.0,80.0,0.0,2025-03-07,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,2
New Jeans,2025-03-08,45.0,NewJeans,82.0,13,2025-03-06,47.0,1,45.0,3,0.0,82.0,0.0,2025-03-08,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,3
Saturn,2025-03-08,49.0,SZA,90.0,2,2025-03-01,47.0,6,43.0,8,6.0,91.0,1.0,2025-03-10,2,14.634146341463412,1.1494252873563218,98.1818181818182,27.3,single,False,3.1,5,2025-03-01,47.0,1,35.93,8
CARNIVAL,2025-03-08,48.0,¥$ & Kanye West & Ty Dolla $ign,96.0,3,2025-03-06,50.0,1,42.0,7,6.0,97.0,1.0,2025-03-15,7,14.634146341463412,1.1494252873563218,93.63636363636364,26.39,album,True,4.41,1,2025-02-16,33.0,2,35.7,7
I Love You,2025-03-09,46.0,Lim Young Woong,57.0,13,2025-03-05,50.0,3,46.0,1,0.0,57.0,0.0,2025-03-09,0,0.0,0.0,100.0,20.0,album,False,3.98,12,2024-05-19,50.0,12,48.05,1
wherever u r (ft. V of BTS),2025-03-09,49.0,UMI & V,84.0,3,2025-03-07,49.0,1,46.0,2,3.0,84.0,0.0,2025-03-10,1,7.317073170731707,0.0,99.0909090909091,23.48,single,False,2.55,1,2024-12-31,14.0,3,36.7,2
Somebody,2025-03-10,50.0,Jung Kook,79.0,17,2025-03-08,42.0,1,50.0,1,0.0,79.0,0.0,2025-03-10,0,0.0,0.0,100.0,20.0,album,False,2.81,11,,,16,53.98,1
"yes, and?",2025-03-10,30.0,Ariana Grande,73.0,3,2025-02-18,49.0,19,25.0,9,5.0,85.0,12.0,2025-03-13,3,12.195121951219512,13.79310344827586,97.27272727272728,29.69,single,True,3.58,1,2025-01-14,15.0,2,38.7,9
Rainy Days,2025-03-11,44.0,V,80.0,3,2025-03-09,50.0,1,39.0,5,5.0,80.0,0.0,2025-03-16,5,12.195121951219512,0.0,95.45454545454544,25.19,single,False,2.99,2,2024-08-13,11.0,3,36.87,5
Hate You,2025-03-11,47.0,Jung Kook,81.0,5,2025-03-09,43.0,1,39.0,18,8.0,81.0,0.0,2025-03-15,4,19.51219512195122,0.0,96.36363636363636,29.03,album,False,2.57,11,2024-11-04,8.0,4,41.02,18
Ditto,2025-03-11,49.0,NewJeans,83.0,6,2025-02-17,50.0,21,49.0,2,0.0,83.0,0.0,2025-03-11,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,2
Bling-Bang-Bang-Born,2025-03-13,48.0,Creepy Nuts,91.0,3,2025-02-20,50.0,20,40.0,16,8.0,91.0,0.0,2025-03-18,5,19.51219512195122,0.0,95.45454545454544,28.85,single,False,2.8,2,2025-01-24,49.0,2,37.71,16
Closer to You (feat. Major Lazer),2025-03-16,50.0,Jung Kook,79.0,13,2025-03-07,48.0,8,50.0,2,0.0,79.0,0.0,2025-03-16,0,0.0,0.0,100.0,20.0,album,False,2.85,11,2024-11-04,10.0,13,49.53,2
New Jeans,2025-03-16,49.0,NewJeans,81.0,14,2025-03-10,47.0,5,49.0,1,0.0,81.0,0.0,2025-03-16,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,1
wherever u r (ft. V of BTS),2025-03-16,41.0,UMI & V,82.0,4,2025-03-10,46.0,5,41.0,1,0.0,82.0,0.0,2025-03-16,0,0.0,0.0,100.0,20.0,single,False,2.55,1,2024-12-31,14.0,3,34.72,1
Too Sad to Dance,2025-03-17,40.0,Jung Kook,78.0,8,2025-03-01,45.0,15,40.0,1,0.0,78.0,0.0,2025-03-17,0,0.0,0.0,100.0,20.0,album,False,2.93,11,2024-11-04,11.0,9,43.61,1
Ditto,2025-03-18,50.0,NewJeans,82.0,7,2025-03-12,49.0,5,49.0,2,1.0,82.0,0.0,2025-03-26,8,2.4390243902439024,0.0,92.72727272727272,19.76,single,False,3.09,1,2024-05-18,15.0,24,63.86,2
New Jeans,2025-03-18,47.0,NewJeans,81.0,15,2025-03-16,49.0,1,47.0,1,0.0,81.0,0.0,2025-03-18,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,1
My Love Mine All Mine,2025-03-19,47.0,Mitski,96.0,7,2025-03-15,50.0,3,47.0,2,0.0,96.0,0.0,2025-03-19,0,0.0,0.0,100.0,20.0,album,False,2.3,11,2024-12-17,48.0,9,43.61,2
Too Sad to Dance,2025-03-19,41.0,Jung Kook,78.0,9,2025-03-17,40.0,1,41.0,1,0.0,78.0,0.0,2025-03-19,0,0.0,0.0,100.0,20.0,album,False,2.93,11,2024-11-04,11.0,9,43.61,1
New Jeans,2025-03-20,50.0,NewJeans,81.0,16,2025-03-18,47.0,1,50.0,1,0.0,81.0,0.0,2025-03-20,0,0.0,0.0,100.0,20.0,single,False,1.82,2,2024-07-09,6.0,20,59.9,1
Too Sad to Dance,2025-03-21,50.0,Jung Kook,78.0,10,2025-03-19,41.0,1,43.0,3,7.0,78.0,0.0,2025-03-22,1,17.073170731707318,0.0,99.0909090909091,28.35,album,False,2.93,11,2024-11-04,11.0,9,48.68,3
New Jeans,2025-03-22,49.0,NewJeans,80.0,17,2025-03-20,50.0,1,35.0,29,14.0,81.0,1.0,2025-04-13,22,34.14634146341464,1.1494252873563218,80.0,33.42,single,False,1.82,2,2024-07-09,6.0,20,63.42,29
My Love Mine All Mine,2025-03-22,50.0,Mitski,96.0,8,2025-03-20,48.0,1,50.0,1,0.0,96.0,0.0,2025-03-22,0,0.0,0.0,100.0,20.0,album,False,2.3,11,2024-12-17,48.0,9,43.61,1
STUPID IN LOVE (feat. HUH YUNJIN of LE SSERAFIM),2025-03-23,48.0,MAX,74.0,3,2025-03-07,45.0,15,28.0,28,20.0,76.0,2.0,2025-04-04,12,48.78048780487805,2.2988505747126435,89.0909090909091,42.9,album,False,2.89,12,2025-02-18,46.0,2,45.03,28
Rainy Days,2025-03-24,44.0,V,79.0,4,2025-03-16,39.0,7,44.0,1,0.0,79.0,0.0,2025-03-24,0,0.0,0.0,100.0,20.0,single,False,2.99,2,2024-08-13,11.0,3,34.72,1
My Love Mine All Mine,2025-03-27,41.0,Mitski,95.0,9,2025-03-22,50.0,4,41.0,2,0.0,95.0,0.0,2025-03-27,0,0.0,0.0,100.0,20.0,album,False,2.3,11,2024-12-17,48.0,9,43.61,2
Like That,2025-03-29,46.0,Future & Metro Boomin,90.0,2,2025-03-27,48.0,1,45.0,3,1.0,92.0,2.0,2025-03-30,1,2.4390243902439024,2.2988505747126435,99.0909090909091,21.73,album,True,4.46,17,2025-03-27,48.0,1,32.63,3
Hype Boy,2025-03-30,50.0,NewJeans,80.0,7,2025-03-26,47.0,3,50.0,1,0.0,80.0,0.0,2025-03-30,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,1
My Love Mine All Mine,2025-03-30,49.0,Mitski,95.0,10,2025-03-28,46.0,1,49.0,1,0.0,95.0,0.0,2025-03-30,0,0.0,0.0,100.0,20.0,album,False,2.3,11,2024-12-17,48.0,9,43.61,1
Hype Boy,2025-04-01,46.0,NewJeans,80.0,8,2025-03-30,50.0,1,46.0,2,0.0,80.0,0.0,2025-04-01,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,2
Ditto,2025-04-01,47.0,NewJeans,80.0,8,2025-03-26,49.0,5,47.0,1,0.0,80.0,0.0,2025-04-01,0,0.0,0.0,100.0,20.0,single,False,3.09,1,2024-05-18,15.0,24,65.83,1
OMG,2025-04-01,48.0,NewJeans,82.0,9,2025-02-18,45.0,41,48.0,1,0.0,82.0,0.0,2025-04-01,0,0.0,0.0,100.0,20.0,single,False,3.54,2,2024-05-18,11.0,14,51.01,1
Welcome to the Show,2025-04-02,48.0,DAY6,65.0,2,2025-03-31,47.0,1,46.0,3,2.0,65.0,0.0,2025-04-04,2,4.878048780487805,0.0,98.1818181818182,22.08,album,False,3.62,7,2025-03-20,36.0,5,38.55,3
Hype Boy,2025-04-04,48.0,NewJeans,80.0,9,2025-04-02,49.0,1,48.0,1,0.0,80.0,0.0,2025-04-04,0,0.0,0.0,100.0,20.0,single,False,2.98,4,2024-05-18,18.0,18,56.94,1
A bientot,2025-04-05,46.0,Lim Young Woong,56.0,18,2025-04-03,47.0,1,40.0,13,6.0,56.0,0.0,2025-04-17,12,14.634146341463412,0.0,89.0909090909091,25.14,album,False,4.27,12,2024-05-18,41.0,22,63.4,13
Filter,2025-04-06,31.0,BTS,72.0,4,2024-06-22,50.0,287,31.0,2,0.0,72.0,0.0,2025-04-06,0,0.0,0.0,100.0,20.0,album,False,3.0,20,2024-06-12,46.0,3,34.72,2
Get A Guitar,2025-04-06,49.0,RIIZE,67.0,5,2025-03-29,48.0,7,41.0,5,8.0,67.0,0.0,2025-04-08,2,19.51219512195122,0.0,98.1818181818182,29.39,single,False,2.67,2,2024-09-06,25.0,6,44.66,5
Drama,2025-04-07,48.0,aespa,83.0,2,2025-04-05,48.0,1,45.0,11,3.0,83.0,0.0,2025-04-14,7,7.317073170731707,0.0,93.63636363636364,22.39,album,False,3.58,7,2024-11-11,23.0,5,37.61,11
ETA,2025-04-07,50.0,NewJeans,80.0,6,2025-04-05,50.0,1,47.0,10,3.0,81.0,1.0,2025-04-13,6,7.317073170731707,1.1494252873563218,94.54545454545456,22.91,single,False,2.52,6,2024-07-23,3.0,16,54.46,10
If I have you only (My love X Nerd Connection),2025-04-09,47.0,Nerd Connection,53.0,2,2025-04-02,50.0,6,47.0,1,0.0,53.0,0.0,2025-04-09,0,0.0,0.0,100.0,20.0,single,False,4.18,2,2025-04-02,50.0,9,43.61,1
No Tomorrow - Spotify Singles,2025-04-10,46.0,Various Artists,45.0,2,2025-04-08,50.0,1,46.0,2,0.0,48.0,3.0,2025-04-10,0,0.0,3.4482758620689653,100.0,21.03,single,False,5.13,1,2025-04-08,50.0,1,32.41,2
Hype Boy,2025-04-11,46.0,NewJeans,80.0,10,2025-04-04,48.0,6,43.0,6,3.0,80.0,0.0,2025-04-14,3,7.317073170731707,0.0,97.27272727272728,23.11,single,False,2.98,4,2024-05-18,18.0,18,58.23,6
Get A Guitar,2025-04-12,49.0,RIIZE,67.0,6,2025-04-10,48.0,1,49.0,4,0.0,67.0,0.0,2025-04-12,0,0.0,0.0,100.0,20.0,single,False,2.67,2,2024-09-06,25.0,6,39.16,4
If I have you only (My love X Nerd Connection),2025-04-12,43.0,Nerd Connection,54.0,3,2025-04-09,47.0,2,43.0,5,0.0,54.0,0.0,2025-04-12,0,0.0,0.0,100.0,20.0,single,False,4.18,2,2025-04-02,50.0,9,43.61,5
Time of Our Life -Japanese ver.- - Japanese ver.,2025-04-14,42.0,DAY6,55.0,2,2025-04-04,49.0,9,42.0,7,0.0,55.0,0.0,2025-04-14,0,0.0,0.0,100.0,20.0,single,False,3.43,4,2025-04-01,49.0,7,40.64,7
Welcome to the Show,2025-04-16,46.0,DAY6,67.0,3,2025-04-04,46.0,11,46.0,1,0.0,67.0,0.0,2025-04-16,0,0.0,0.0,100.0,20.0,album,False,3.62,7,2025-03-20,36.0,5,37.68,1
ETA,2025-04-18,50.0,NewJeans,81.0,7,2025-04-16,49.0,1,50.0,1,0.0,81.0,0.0,2025-04-18,0,0.0,0.0,100.0,20.0,single,False,2.52,6,2024-07-23,3.0,16,53.98,1
If I have you only (My love X Nerd Connection),2025-04-18,49.0,Nerd Connection,54.0,4,2025-04-16,45.0,1,39.0,9,10.0,55.0,1.0,2025-04-23,5,24.390243902439025,1.1494252873563218,95.45454545454544,31.63,single,False,4.18,2,2025-04-02,50.0,9,49.85,9
Welcome to the Show,2025-04-18,48.0,DAY6,67.0,4,2025-04-16,46.0,1,48.0,2,0.0,67.0,0.0,2025-04-18,0,0.0,0.0,100.0,20.0,album,False,3.62,7,2025-03-20,36.0,5,37.68,2
You Were Beautiful,2025-04-19,49.0,DAY6,67.0,2,2025-04-17,46.0,1,49.0,2,0.0,67.0,0.0,2025-04-19,0,0.0,0.0,100.0,20.0,album,False,4.72,14,2025-04-14,48.0,12,48.05,2
A bientot,2025-04-19,43.0,Lim Young Woong,56.0,19,2025-04-17,40.0,1,43.0,4,0.0,57.0,1.0,2025-04-19,0,0.0,1.1494252873563218,100.0,20.34,album,False,4.27,12,2024-05-18,41.0,22,63.08,4
Drama,2025-04-20,50.0,aespa,83.0,3,2025-04-17,49.0,2,50.0,1,0.0,83.0,0.0,2025-04-20,0,0.0,0.0,100.0,20.0,album,False,3.58,7,2024-11-11,23.0,5,37.68,1
Love wins all,2025-04-21,48.0,IU,78.0,2,2025-04-19,47.0,1,48.0,2,0.0,78.0,0.0,2025-04-21,0,0.0,0.0,100.0,20.0,single,False,4.52,1,2025-01-26,8.0,1,31.76,2
Time of Our Life -Japanese ver.- - Japanese ver.,2025-04-23,49.0,DAY6,55.0,3,2025-04-20,47.0,2,49.0,1,0.0,55.0,0.0,2025-04-23,0,0.0,0.0,100.0,20.0,single,False,3.43,4,2025-04-01,49.0,7,40.64,1
Love 119,2025-04-23,50.0,RIIZE,69.0,2,2025-04-20,44.0,2,40.0,5,10.0,69.0,0.0,2025-04-24,1,24.390243902439025,0.0,99.0909090909091,32.01,single,False,2.89,1,2025-01-07,8.0,1,39.15,5
I’ll See You There Tomorrow,2025-04-23,45.0,TOMORROW X TOGETHER,78.0,2,2025-04-20,42.0,2,43.0,4,2.0,78.0,0.0,2025-04-24,1,4.878048780487805,0.0,99.0909090909091,22.26,album,False,3.28,7,2025-04-18,40.0,1,32.96,4
Love You With All My Heart,2025-04-23,48.0,Crush,73.0,2,2025-04-17,48.0,5,19.0,33,29.0,80.0,7.0,2025-05-08,15,70.73170731707317,8.045977011494253,86.36363636363636,55.05,single,False,4.07,2,2025-04-17,48.0,1,50.58,33
Lucky Girl Syndrome,2025-04-23,44.0,ILLIT,76.0,2,2025-04-06,45.0,16,21.0,33,23.0,78.0,2.0,2025-04-27,4,56.09756097560976,2.2988505747126435,96.36363636363636,48.01,single,False,2.33,4,2025-03-28,29.0,4,53.06,33
"Our Blues, Our Life",2025-04-24,47.0,Lim Young Woong,57.0,11,2025-04-22,47.0,1,44.0,4,3.0,57.0,0.0,2025-04-25,1,7.317073170731707,0.0,99.0909090909091,23.48,album,False,3.46,12,2024-05-18,39.0,28,73.74,4
A bientot,2025-04-24,49.0,Lim Young Woong,56.0,20,2025-04-22,49.0,1,46.0,3,3.0,56.0,0.0,2025-04-25,1,7.317073170731707,0.0,99.0909090909091,23.48,album,False,4.27,12,2024-05-18,41.0,22,64.85,3
Get A Guitar,2025-04-24,50.0,RIIZE,67.0,7,2025-04-15,50.0,8,50.0,1,0.0,67.0,0.0,2025-04-24,0,0.0,0.0,100.0,20.0,single,False,2.67,2,2024-09-06,25.0,6,39.16,1
Time of Our Life -Japanese ver.- - Japanese ver.,2025-04-25,48.0,DAY6,55.0,4,2025-04-23,49.0,1,47.0,2,1.0,55.0,0.0,2025-04-26,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,3.43,4,2025-04-01,49.0,7,41.08,2
Cruel Summer,2025-04-26,46.0,Taylor Swift,96.0,7,2025-04-24,48.0,1,46.0,2,0.0,96.0,0.0,2025-04-26,0,0.0,0.0,100.0,20.0,album,False,2.97,18,2024-07-02,38.0,13,49.53,2
New Jeans,2025-04-27,40.0,NewJeans,80.0,18,2025-04-20,48.0,6,26.0,98,14.0,80.0,0.0,2025-06-03,37,34.14634146341464,0.0,66.36363636363636,30.35,single,False,1.82,2,2024-07-09,6.0,20,58.06,98
ETA,2025-04-27,41.0,NewJeans,81.0,8,2025-04-18,50.0,8,25.0,29,16.0,81.0,0.0,2025-05-02,5,39.02439024390244,0.0,95.45454545454544,38.6,single,False,2.52,6,2024-07-23,3.0,16,64.64,29
Hype Boy,2025-04-27,45.0,NewJeans,80.0,11,2025-04-16,48.0,10,30.0,29,15.0,80.0,0.0,2025-04-29,2,36.58536585365854,0.0,98.1818181818182,37.93,single,False,2.98,4,2024-05-18,18.0,18,67.86,29
Ditto,2025-04-27,46.0,NewJeans,81.0,9,2025-04-01,47.0,25,33.0,19,13.0,81.0,0.0,2025-04-30,3,31.70731707317073,0.0,97.27272727272728,35.31,single,False,3.09,1,2024-05-18,15.0,24,74.86,19
Attention,2025-04-28,38.0,NewJeans,78.0,6,2024-09-29,48.0,210,34.0,14,4.0,78.0,0.0,2025-04-29,1,9.75609756097561,0.0,99.0909090909091,24.7,single,False,3.0,4,2024-05-18,30.0,10,47.84,14
OMG,2025-04-28,41.0,NewJeans,82.0,10,2025-04-01,48.0,26,15.0,21,26.0,82.0,0.0,2025-05-01,3,63.41463414634146,0.0,97.27272727272728,51.16,single,False,3.54,2,2024-05-18,11.0,14,70.1,21
"Our Blues, Our Life",2025-04-29,50.0,Lim Young Woong,57.0,12,2025-04-27,49.0,1,48.0,2,2.0,57.0,0.0,2025-04-30,1,4.878048780487805,0.0,99.0909090909091,22.26,album,False,3.46,12,2024-05-18,39.0,28,72.96,2
Little Light,2025-05-01,43.0,DOYOUNG,69.0,2,2025-04-28,40.0,2,43.0,4,0.0,71.0,2.0,2025-05-01,0,0.0,2.2988505747126435,100.0,20.69,album,False,3.75,10,2025-04-25,32.0,1,32.19,4
"Our Blues, Our Life",2025-05-02,50.0,Lim Young Woong,57.0,13,2025-04-30,48.0,1,49.0,3,1.0,57.0,0.0,2025-05-03,1,2.4390243902439024,0.0,99.0909090909091,21.04,album,False,3.46,12,2024-05-18,39.0,28,72.19,3
Slow Dancing,2025-05-02,48.0,V,83.0,3,2025-04-30,49.0,1,48.0,1,0.0,83.0,0.0,2025-05-02,0,0.0,0.0,100.0,20.0,single,False,3.12,6,2024-09-10,5.0,4,36.2,1
Drama,2025-05-03,47.0,aespa,82.0,4,2025-04-20,50.0,12,43.0,7,4.0,83.0,1.0,2025-05-05,2,9.75609756097561,1.1494252873563218,98.1818181818182,24.86,album,False,3.58,7,2024-11-11,23.0,5,40.31,7
Slow Dancing,2025-05-04,48.0,V,82.0,4,2025-05-02,48.0,1,48.0,2,0.0,82.0,0.0,2025-05-04,0,0.0,0.0,100.0,20.0,single,False,3.12,6,2024-09-10,5.0,4,36.2,2
Bam Yang Gang,2025-05-05,47.0,BIBI,76.0,2,2025-04-30,45.0,4,43.0,3,4.0,76.0,0.0,2025-05-06,1,9.75609756097561,0.0,99.0909090909091,24.7,single,False,2.44,2,2025-02-15,44.0,1,34.51,3
To. X,2025-05-05,50.0,TAEYEON,75.0,2,2025-04-30,42.0,4,48.0,3,2.0,75.0,0.0,2025-05-06,1,4.878048780487805,0.0,99.0909090909091,22.26,single,False,2.84,6,2024-11-28,41.0,1,32.96,3
Yes or No,2025-05-06,47.0,Jung Kook,82.0,2,2025-05-01,46.0,4,47.0,3,0.0,82.0,0.0,2025-05-06,0,0.0,0.0,100.0,20.0,album,False,2.46,11,2024-11-04,7.0,1,31.76,3
euphoria,2025-05-06,50.0,Kendrick Lamar,89.0,2,2025-05-04,42.0,1,50.0,1,0.0,89.0,0.0,2025-05-06,0,0.0,0.0,100.0,20.0,single,True,6.39,1,2025-05-03,48.0,1,31.76,1
"Our Blues, Our Life",2025-05-07,42.0,Lim Young Woong,56.0,14,2025-05-04,49.0,2,42.0,2,0.0,56.0,0.0,2025-05-07,0,0.0,0.0,100.0,20.0,album,False,3.46,12,2024-05-18,39.0,28,71.76,2
A bientot,2025-05-07,43.0,Lim Young Woong,55.0,21,2025-04-26,48.0,10,43.0,1,0.0,55.0,0.0,2025-05-07,0,0.0,0.0,100.0,20.0,album,False,4.27,12,2024-05-18,41.0,22,62.87,1
Slow Dancing,2025-05-07,44.0,V,82.0,5,2025-05-05,48.0,1,44.0,2,0.0,82.0,0.0,2025-05-07,0,0.0,0.0,100.0,20.0,single,False,3.12,6,2024-09-10,5.0,4,36.2,2
we can't be friends (wait for your love),2025-05-08,50.0,Ariana Grande,94.0,2,2025-05-06,46.0,1,49.0,4,1.0,94.0,0.0,2025-05-09,1,2.4390243902439024,0.0,99.0909090909091,21.04,album,False,3.81,13,2025-03-11,20.0,1,32.19,4
"Our Blues, Our Life",2025-05-10,46.0,Lim Young Woong,56.0,15,2025-05-08,49.0,1,43.0,5,3.0,56.0,0.0,2025-05-13,3,7.317073170731707,0.0,97.27272727272728,23.11,album,False,3.46,12,2024-05-18,39.0,28,73.05,5
Drama,2025-05-11,46.0,aespa,83.0,5,2025-05-09,47.0,1,25.0,59,21.0,84.0,1.0,2025-05-24,13,51.21951219512195,1.1494252873563218,88.18181818181819,43.59,album,False,3.58,7,2024-11-11,23.0,5,49.69,59
Perfect Night,2025-05-13,50.0,LE SSERAFIM,85.0,2,2025-05-10,47.0,2,49.0,2,1.0,85.0,0.0,2025-05-14,1,2.4390243902439024,0.0,99.0909090909091,21.04,single,False,2.65,1,2024-10-29,14.0,10,45.52,2
Attention,2025-05-14,50.0,NewJeans,78.0,7,2025-05-11,50.0,2,50.0,1,0.0,78.0,0.0,2025-05-14,0,0.0,0.0,100.0,20.0,single,False,3.0,4,2024-05-18,30.0,10,45.09,1
MAESTRO,2025-05-15,49.0,SEVENTEEN,81.0,2,2025-05-11,41.0,3,48.0,2,1.0,82.0,1.0,2025-05-16,1,2.4390243902439024,1.1494252873563218,99.0909090909091,21.38,album,False,3.32,33,2025-05-01,20.0,1,32.4,2
Sudden Shower,2025-05-15,50.0,ECLIPSE,74.0,2,2025-05-10,48.0,4,41.0,4,9.0,76.0,2.0,2025-05-17,2,21.951219512195124,2.2988505747126435,98.1818181818182,31.3,single,False,3.88,8,2025-05-09,48.0,3,41.43,4
